rgb,depth,mask,type,physical_id,placement_id,frame,occupancy,t,area_mm2,length_mm,width_mm,elongation,max_height_mm,mean_height_mm,p90_height_mm,height_std_mm,volume_mm3,invalid_depth_frac
glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\rgb_01.png,glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\depth_01.png,glass_ampoule\sim_glass_ampoule_003\sim_glass_ampoule_003_p000\mask.png,glass_ampoule,sim_glass_ampoule_003,sim_glass_ampoule_003_p000,1,ONE,1790365484.544,806.9375,64.89,18.0731,3.5904,2.2818,0.4476,0.9838,0.4198,2.6015,0.9765
broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\rgb_00.png,broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\depth_00.png,broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\mask.png,broken_glass,sim_broken_glass_000,sim_broken_glass_000_p000,0,ONE,1790365484.826,1015.125,61.155,27.8435,2.1964,1.6145,0.593,1.1874,0.4005,4.151,0.9784
broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\rgb_01.png,broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\depth_01.png,broken_glass\sim_broken_glass_000\sim_broken_glass_000_p000\mask.png,broken_glass,sim_broken_glass_000,sim_broken_glass_000_p000,1,ONE,1790365485.048,1017.8125,63.2962,27.7451,2.2813,1.826,0.5341,1.016,0.382,4.3728,0.976
broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\rgb_00.png,broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\depth_00.png,broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\mask.png,broken_glass,sim_broken_glass_001,sim_broken_glass_001_p000,0,ONE,1790365485.336,1011.25,61.0885,27.9156,2.1883,1.6315,0.44,0.9408,0.3583,3.0797,0.9778
broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\rgb_01.png,broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\depth_01.png,broken_glass\sim_broken_glass_001\sim_broken_glass_001_p000\mask.png,broken_glass,sim_broken_glass_001,sim_broken_glass_001_p000,1,ONE,1790365485.544,1013.5625,62.8293,27.793,2.2606,1.8499,0.5943,1.2402,0.3981,4.754,0.976
broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\rgb_00.png,broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\depth_00.png,broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\mask.png,broken_glass,sim_broken_glass_002,sim_broken_glass_002_p000,0,ONE,1790365485.829,1017.3125,61.8693,27.9116,2.2166,1.5602,0.5051,1.0134,0.3877,3.8512,0.9752
broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\rgb_01.png,broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\depth_01.png,broken_glass\sim_broken_glass_002\sim_broken_glass_002_p000\mask.png,broken_glass,sim_broken_glass_002,sim_broken_glass_002_p000,1,ONE,1790365486.041,1016.4375,61.5535,27.9184,2.2048,1.4568,0.4979,1.1808,0.3854,3.9207,0.976
broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\rgb_00.png,broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\depth_00.png,broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\mask.png,broken_glass,sim_broken_glass_003,sim_broken_glass_003_p000,0,ONE,1790365486.32,1015.25,62.8812,27.7524,2.2658,1.9345,0.4928,0.8903,0.3486,3.6345,0.9767
broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\rgb_01.png,broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\depth_01.png,broken_glass\sim_broken_glass_003\sim_broken_glass_003_p000\mask.png,broken_glass,sim_broken_glass_003,sim_broken_glass_003_p000,1,ONE,1790365486.531,1013.25,61.5352,27.8053,2.2131,2.1556,0.5567,1.098,0.4273,4.5235,0.9785
metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\rgb_00.png,metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\depth_00.png,metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\mask.png,metal_implant,sim_metal_implant_000,sim_metal_implant_000_p000,0,ONE,1790365486.811,554.5,60.1478,10.6234,5.6618,1.3772,0.4396,0.9477,0.3529,0.9616,0.9856
metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\rgb_01.png,metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\depth_01.png,metal_implant\sim_metal_implant_000\sim_metal_implant_000_p000\mask.png,metal_implant,sim_metal_implant_000,sim_metal_implant_000_p000,1,ONE,1790365487.023,552.0625,61.0499,10.3337,5.9079,1.5124,0.6494,1.3062,0.4145,0.6088,0.9897
metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\rgb_00.png,metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\depth_00.png,metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\mask.png,metal_implant,sim_metal_implant_001,sim_metal_implant_001_p000,0,ONE,1790365487.302,544.125,60.3286,9.5501,6.317,1.1948,0.5536,1.0115,0.3999,0.173,0.991
metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\rgb_01.png,metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\depth_01.png,metal_implant\sim_metal_implant_001\sim_metal_implant_001_p000\mask.png,metal_implant,sim_metal_implant_001,sim_metal_implant_001_p000,1,ONE,1790365487.513,547.3125,61.1811,11.1711,5.4767,1.257,0.4796,1.0166,0.3209,1.0492,0.9854
metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\rgb_00.png,metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\depth_00.png,metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\mask.png,metal_implant,sim_metal_implant_002,sim_metal_implant_002_p000,0,ONE,1790365487.786,557.5,60.4405,10.1804,5.9369,1.0388,0.5789,0.9335,0.3148,0.6874,0.9869
metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\rgb_01.png,metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\depth_01.png,metal_implant\sim_metal_implant_002\sim_metal_implant_002_p000\mask.png,metal_implant,sim_metal_implant_002,sim_metal_implant_002_p000,1,ONE,1790365487.998,561.1875,61.2795,12.0961,5.066,1.6237,0.5452,0.9818,0.3697,1.8401,0.9808
metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\rgb_00.png,metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\depth_00.png,metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\mask.png,metal_implant,sim_metal_implant_003,sim_metal_implant_003_p000,0,ONE,1790365488.271,556.5,60.8573,10.2548,5.9345,1.0146,0.4703,0.8809,0.2832,0.5585,0.989
metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\rgb_01.png,metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\depth_01.png,metal_implant\sim_metal_implant_003\sim_metal_implant_003_p000\mask.png,metal_implant,sim_metal_implant_003,sim_metal_implant_003_p000,1,ONE,1790365488.483,556.9375,60.6962,10.2383,5.9284,0.9958,0.407,0.8381,0.2726,0.5087,0.9881
invalid\sim_invalid_000\sim_invalid_000_p000\rgb_00.png,invalid\sim_invalid_000\sim_invalid_000_p000\depth_00.png,invalid\sim_invalid_000\sim_invalid_000_p000\mask.png,invalid,sim_invalid_000,sim_invalid_000_p000,0,ONE,1790365488.768,3276.875,73.8109,46.3366,1.5929,16.1931,12.1178,13.2031,1.0738,39551.0781,0.0009
invalid\sim_invalid_000\sim_invalid_000_p000\rgb_01.png,invalid\sim_invalid_000\sim_invalid_000_p000\depth_01.png,invalid\sim_invalid_000\sim_invalid_000_p000\mask.png,invalid,sim_invalid_000,sim_invalid_000_p000,1,ONE,1790365488.986,3277.0625,73.0751,46.8461,1.5599,16.4721,12.1228,13.2075,1.0724,39550.5469,0.0013
invalid\sim_invalid_001\sim_invalid_001_p000\rgb_00.png,invalid\sim_invalid_001\sim_invalid_001_p000\depth_00.png,invalid\sim_invalid_001\sim_invalid_001_p000\mask.png,invalid,sim_invalid_001,sim_invalid_001_p000,0,ONE,1790365489.271,3277.4375,73.7935,46.5718,1.5845,16.5168,12.1242,13.1864,1.0346,39573.293,0.001
invalid\sim_invalid_001\sim_invalid_001_p000\rgb_01.png,invalid\sim_invalid_001\sim_invalid_001_p000\depth_01.png,invalid\sim_invalid_001\sim_invalid_001_p000\mask.png,invalid,sim_invalid_001,sim_invalid_001_p000,1,ONE,1790365489.489,3279.75,73.1298,47.0295,1.555,16.2263,12.1141,13.2027,1.0854,39577.5273,0.0008
invalid\sim_invalid_002\sim_invalid_002_p000\rgb_00.png,invalid\sim_invalid_002\sim_invalid_002_p000\depth_00.png,invalid\sim_invalid_002\sim_invalid_002_p000\mask.png,invalid,sim_invalid_002,sim_invalid_002_p000,0,ONE,1790365489.767,3277.375,74.1957,46.3672,1.6002,16.3239,12.1258,13.1892,1.0463,39564.9219,0.0012
invalid\sim_invalid_002\sim_invalid_002_p000\rgb_01.png,invalid\sim_invalid_002\sim_invalid_002_p000\depth_01.png,invalid\sim_invalid_002\sim_invalid_002_p000\mask.png,invalid,sim_invalid_002,sim_invalid_002_p000,1,ONE,1790365489.986,3276.625,73.665,46.1876,1.5949,16.9853,12.119,13.197,1.0501,39541.3398,0.0012
invalid\sim_invalid_003\sim_invalid_003_p000\rgb_00.png,invalid\sim_invalid_003\sim_invalid_003_p000\depth_00.png,invalid\sim_invalid_003\sim_invalid_003_p000\mask.png,invalid,sim_invalid_003,sim_invalid_003_p000,0,ONE,1790365490.27,3278.5625,73.5309,45.9741,1.5994,16.3387,12.1284,13.2134,1.0471,39608.4297,0.0011
invalid\sim_invalid_003\sim_invalid_003_p000\rgb_01.png,invalid\sim_invalid_003\sim_invalid_003_p000\depth_01.png,invalid\sim_invalid_003\sim_invalid_003_p000\mask.png,invalid,sim_invalid_003,sim_invalid_003_p000,1,ONE,1790365490.483,3277.1875,72.9634,45.9139,1.5891,16.2084,12.1245,13.1947,1.0357,39591.7109,0.0011
